cave-name-ascii,min-altitude,max-altitude,length-nr,vertical-extent-nr,number-of-entrances-nr,record-id
Garbage Cave,,,,,,US-ab6f2a1de9af9ddbe5344ceddb43ff9c
Garbage Cave #1,,,104,,,US-70ab92352a4546ba2cbb404bb0597706
Garbage Cave #2,,,51,,,US-ff825dabc7000af66bca4b2ddb9780b4
Garden Bridges Cave,,,,,,US-8d61cf0280ce7303b45b95a70bdc5e44
Gary McGowan's Cave,,,594,,,US-665b0dda0a4949d1fbea44166185520f
Gelsie's Grotto,,,777,,,US-833bc9d812b15de9e76e085551d37285
Geology Cave,,,,,,US-e1b2502f93aafc51972329453f1878e6
Ghost Rock Cave,,,,,,US-7e12217ec6c5f235540f20db92fc7653
Giant Arch,,,,,,US-b6e60d1fa1a135a7b6e6610ace6304c6
Gim Nyeong,,,705,,,KR-d825c62f4b5668b60d77ef659f2dd209
Ginga Fuketsu Cave,,,186,,,JP-1bca04db80a36bed09138ebc0c11f030
Gjabakkahellir,,,310,,,IS-0c7618dd8ad92bb8a998dfb180be6640
Glove Cave,,,335,,3,US-c4c0f3f57b45cdd7f6661021399a5fbb
Go-9601,980,980,55,,,RU-5236/15800-4
Go-9602,970,970,55,,,RU-5236/15759-5
Go-9603,970,970,27,3,,RU-5236/15759-4
Go-9604,970,970,140,4,,RU-5236/15759-3
Go-9605,970,970,16,6,,RU-5236/15759-2
Go-9606,940,940,38,,,RU-5236/15758-5
Go-9607,940,940,19,,,RU-5236/15758-4
Go-9608,930,930,48,3,,RU-5236/15758-3
Go-9609,930,930,76,,,RU-5236/15758-2
Go-9610,940,940,68,6,,RU-5236/15759-1
Go-9611,915,915,110,4,,RU-5236/15758-1
Go-9612,990,990,55,,,RU-5236/15800-3
Go-9613,990,990,68,8,,RU-5236/15800-2
Go-9614,980,980,120,12,,RU-5236/15800-1
Goatskull Puka,,,787,,,US-06c648730ca98439cb162b56d232538e
Gokuraku Ana,10,10,200,,,JP-caf552c34fccd3092460d148138a5e56
Golden Dome Cave,,,679,,,US-535076f1e1bd0845fe512b5dc1b580b2
Goodest Cave,,,,,,US-3df5d14196995f470e0d24df4066dc44
Goose Cave,1001,1001,665,,,US-NSS-633-10
Gopher Hole Cave,,,46,,,US-NSS-633-09
Gothic Cave,,,30,,,AU-ASF-3H-10
Government Cave,,,1250,,,US-9fbf719fddd9cc14651b36ca851fef1a
Government Cave,,,,,,US-ff9002a0f16ff71d30f3e23fba6e3525
Grace Ice Cave,,,,,,US-36c39acc6d9c6ce172eb25fe3f19df4c
Graham,,,22,,,AU-ASF-U66
Grand Tunnel,,,590,,,CM-2772fddb262009cc2e32e43a368143f4
Great Owl Cave,,,158,,,US-c2213e9f022a9dc1a548019cfd523b31
Greeley Cave,,,103,,2,AU-ASF-4U-11
Greeley's Pit,,,20,,,US-db41c99bba6e9dc5cef6b96d3454622c
Gremlin Cave,914,914,677,,2,"US-NSS-631-16A,B"
Grettishellir,,,400,,,IS-97535b1768920ff09c916c78183a5aeb
Grieta de Lentenech,,,28,,,EC-d7d7e28eb54248e38eae51ce12a0fbba
Grindavikshellir,,,231,,,IS-765f17fd62f7bc7052413ec2cce26dc5
Grotta degli Inglesi,,,566,,,IT-f9860bf34fc48517ddcca951c64c17bf
Grotta dei Lamponi,1750,1750,784,,,IT-SICT-1019
Grotta dei Tre Livelli,1625,1675,1150,304,2,IT-SICT-1004
Grotta del Santo,1043,1043,924,44,,IT-SICT-1032
Grotta del Lago,2130,2130,288,41,,IT-SICT-1196
Grotta del Labirinto,,,1500,,,IT-be8ad3ffe25c102abda0adf9e3736f2c
Grotta dell Intraleo,1325,1325,,,,IT-SICT-1007
Grotta di Serracozzo I,1840,1840,350,60,,IT-SICT-1065
Abisso Profondo Nero,1900,1995,1170,174,,IT-SICT-1084
Grotta degli Archi,2010,2075,284,73,,IT-SICT-1005
Grotte d'Ebongue,,,314,,,CM-ec370cc9568d57f8eac8b93d9f9c0263
Grotte de la Cantoniera,,,,,,IT-b1ed035b02b0f4cc7983ac492917b539
Grotta del Gelo,2030,2030,120,,1,IT-b94660e81c51db8b325344b25b4d85ec
Grotte des diffluences,,,80,,,CM-ba0722bc15dd2d3273e389540e928953
Grotte Gaskin,2855,2855,1175,,,CM-81496a39187762129375d8e408d6e161
Grotte H. Meyer Superieure,5250,5250,9,,,TZ-e2dde6479f421e928a35abab2ed925f9
KT 011,4598,4598,17,,,TZ-a1d29c1a3e50e8e5623c7e41df07bb71
KT 016,4763,4763,50,,,TZ-6064d1315f2cb6baa59247cebb531382
KT 017,4686,4686,40,,,TZ-e6d3ad77dbcdb2c0cb7582079b4cf1e5
KT 018,4728,4728,30,,,TZ-a2980feacbc9231d8d783d9d03dc17e1
Tube M,4378,4391,49,,2,TZ-3fe4a47074564e5d6f811cc100c3686e
Tube N,4323,4323,50,,,TZ-b6a8791ebc4e04c9b71c3b3c1f6d44ac
Lava Tube A,4230,4282,41,,,TZ-09d14591a23c74b3c1484d2e6d2fd2d3
Lava Tube D,4230,4280,80,,,TZ-45441882fbc1e13350da766bf1bd63bf
Grotte Isabella,,,50,,,CM-97d255198b1cbdb996bb12c31e3295ca
Grotte Lointaine,,,93,,,CM-1b3bdc2346253ea4fdefc30cd4efd5f4
Grotte Molalei,2650,2650,150,,,CM-d14c64fb820ba65a991c7fda8a00f915
Grotte Superieure,,,160,,,CM-761700569da7a7d93b267ab71a0103a2
Grouch Cave,,,55,,,US-70a58a48e04c60b93670de9e76bc7b78
Gruta da Ribeira do Almeida,,,62,,,PT-758bc49e3f328194ff75edc814c9ae8c
Gruta das Torres (Grotto of Towers),300,300,5439,179,,PT-640470b8eb233bcb051f86744fe7d327
Gruta do Chocolate,,,110,,,PT-52df7954df6f315a4f1d01b78986cac1
Gruta dos Balcoes,422,422,4421,,,PT-f5d6c4301a94d06a4c9035a47c76ab1a
Gruta dos Fumelos,,,,,,PT-30b7e49e12e0732984fd69528b08a813
Gruta dos Montanheiros,785,785,1805,,,PT-2d8c31b6944232b7d7387cea64112507
Gruta da Capucha,75,75,321,,,PT-edca3606ea2d8cc4d9932f02b0ee5b54
Gruta Huella de Pollo Pequena,,,26,,,US-48de0a0714ccd13c870dc85331b6dcb5
Gua Lawa,936,936,1300,,,ID-73ddd5fc058afea057db1d9d3a514f00
Guano Bridge,,,73,,,US-277fab9c705e33473012952948c144ea
Gwen,,,,,,US-bd1eecaa02d98fb4a216a740b35b770c
Gwen Extension,,,,,,US-e241a8bca53249fe3c4035cc99ffb762
Gyoja,1190,1190,93,,,JP-85a4168f3f0ad1d7b0fe422ee60c38db
Gypsum  Cave,,,4316,,,US-a72ed93dbc0738b4e6ea236de4ce3e66
,,,15,,,AU-ASF-3H-62
Guano Grotto,,,9,,,AU-ASF-3H-63
,,,,,,AU-b1a41012ef3539e5fef46b8652ff5fbc
Tree Root Cave,,,20,2,,AU-ASF-3H-65
The Forge,,,10,3,,AU-ASF-3H-67
Hachijo Fuketsu No. 1,136,136,1404,,,JP-abab840666375df0acc9a2ed8a95a30b
Hachijo Fuketsu No. 2,136,136,100,,,JP-5cd913131af1eb1a54922322d99e6776
Hachiman Ana,,,187,,,JP-2c067386107d939397507677ad81ba8a
Hairy Fungus Cave,845,845,37,,,US-NSS-633-04
Hakuma Cave,,,206,,,US-9e32aec151fe3ca5758cfaebb0e21c21
Haleakala Trail Cave,,,,,,US-f0ebb523c67e2caa7762bb2a73958f16
Hallmundarhellir,,,300,,,IS-eb3508100758aea4e21d72b3d4bb30fd
Hamakua Forest Reserve Cave #1,,,20,,,US-2db6e3e969d801a7f163aa44a92812a6
Hamakua Forest Reserve Cave #2,,,250,,,US-1b2912f5432c998edbedbd00beb68d23
Hammer Cave,,,200,,,US-29e705d909556922d5c8eee564bdc926
Handeul-kunyeong,35,35,1400,,,KR-f01e6bdaf1b7ed6ed62ea901e2d6a153
Hanging Pack Cave,,,1000,,,US-d8bea75f02a02e0b2c0b35e651c9eb1b
Hanson Cave,,,40,8,,AU-ASF-4U-1
Harbour Bridge Cave,,,35,,2,AU-ASF-4U-9
Harman I Cave,,,150,20,,AU-ASF-3H-11
Porndon Arch,,,104,10,,AU-ASF-3H-6
Harris Cave,,,,,,US-9f56e523ea0a905848008ecf813e632f
Harris Mountain Cave,,,180,,,US-82dfccf3ff6ce2ddfa816223a2467b1a
Harry Fox's Cave,,,,,,US-082cece2b383d570d15352cd92f185f5
Harttine Bat Cave,,,,,,US-35898b0b1ab20c147c1d153114533c93
Hawaiian Acres Cave #1,,,,,,US-60e77b7a39ec710052b2b32d5f503e5a
Hayes Tube Shelter,,,220,,,US-40ae94ff3a96e3128b53cffe85bc67ff
Helena Rubinstein Cave,10,10,320,,,NZ-5384705a8645ed8b5c49e19058ae37c5
Helium Cave,,,244,,,"US-NSS-631-17A,B"
Hell's Teeth Cave,,,367,,,KE-70dd180bd7d5946b4b0856b5df7b94f5
Hemlock Cave,,,321,,,US-NSS-633-37
Henwood Rd. Cave,,,46,,,NZ-4eeaf948a70058c61ff89208c4b8a109
Hercules Leg Cave,,,594,,,US-1b7a3b71549c861a70969161e10ac9e5
Hermitage Hole,,,,,,FR-d1e59e93c2482d055fb58d2c55c4349d
Ghar Al Hibashi,,,581,,,SA-180
Hidden Cave,,,153,,,US-15a742c7db70747bbeabf1f2ae017d23
Hide-away Cave,,,137,,,US-e8be1666f7a55b79e39be1dd8e824516
Higby Cave,,,335,,,US-b1f285fa54957df41265c6ae7cddf110
Hito Ana,,,83,,,JP-39141913d70e1f2dd5e18a8f90de442d
Hjartartrod,,,310,,,IS-80d21c1a9c52037c271c2309d24cdd34
Hnullungur,,,30,,,IS-8138dac821251996989bd6542f740841
Hoarfrost Cave,1066,1066,46,,,US-NSS-633-18
Sour Grapes Cave,,,100,,3,US-5b9c27c1d374d94b8ade66d0f95bbc94
Hobdey Caves,,,,,,US-2b45da631071bb51a809f59892747acb
Hole To Hell,,,,,,US-9a805f3fd334b53b01a5add3151ea950
Holoinawawai Stream Cave,,,700,,,US-e61802ff769efbdff3da15c938c11129
Holy Jump Lava Cave,880,880,60,,,AU-ASF-4BM-1
Hongo Store Cave,,,400,,,US-656be10762f55f9390eb4ba9c0879953
Honopu Arch,,,121,,,US-2dfcf0052dfaf47d5bd03883b0e3443a
Hopkins Chocolate Cave,,,428,,,US-564725eed248fb6cf06c0405c60de66b
Hornito III Vent,,,35,,,KE-1214ff868bb8f09b5025a722f701e592
Horse Cave,,,401,,,US-fc089f51233479bf6619578d850e9454
Horseshoe Cave,,,,,,US-0af9c4f10a6774c696745c84fdbad151
Hot Hole,,,172,,,AU-ASF-U51
Hot Tub Cave,,,91,,,US-de8c6b4f74bda587981e685e468e0fa7
Hourglass Cave,,,884,,,US-b7f7463110e0fa09676015e10d017b9c
Hraunbrarhellir,,,70,,,IS-16a2bd525082a8344f1d3ca081737a42
Hualalai Ranch Cave,,,27400,452,,US-034267b9e60d14458eceaa001d2da859
Hu'ehu'e Cave,540,540,10800,495,,US-baed1f158ff02b7cd2d6daf2cfd50b7a
Huehue Ranch Cave,,,50,,,US-ced3cb589ecc92a554ba5e5b96941dbd
Hukihuki Cave,1220,1220,,,,US-6760c673241cb664af04dd3581c46a3d
Hunter's Cave,329,329,168,,,US-db250f31726e1f63844d0f679632ccf8
Hvassi,,,200,,,IS-78529db6c5ee5337e537cbc1bc4dcf1a
Hwang Gum Gul,,,180,,,KR-4fa3f82046dc48b1109ce3fb578cd6f8
Hyeopjae Cave,,,100,,,KR-8f1c31751eb3f35bfc082de266fd7b5a
Ssangyonggul,15,15,380,,2,KR-84e55e1c05384da8e8dc0d5ee3642629
Iankawa-no-ana,,,60,,,JP-c0ae1aa62f98d4c78fe89c80131f5ae0
Ice Cave,,,,,,US-7543837436be0bf178e8251adac592e0
Guler Ice Cave,860,860,198,,,US-f3ebfa41578dcd316016a2b8094666ae
Ice Plug Cave,,,270,,,US-9dd32565d23cddae0723489d62611c37
Ice Rink Cave,,,470,,,US-NSS-633-22
Ice River Cave,,,317,,,US-570e9e1ded689f004306aafece1aa773
Ice Springs Cave,,,6,,,US-47b61cf792db081b34df80a45ce1fefb
Iceberg Cave #1,,,,,,US-8e0cbde910190d8fa49ea2d6bb0122d7
Iceberg Cave #2,,,,,,US-9dfc7faa655b7a5c7ae0319aeffce579
Idrafossar,,,1100,,,IS-5cc70946bc869eab5dfe078beb5e8f35
Igloo cave,,,11,,1,US-e25a48f8058cef2b77ef0ccc9293ce20
Impossible Cave,,,,,,US-964f23890ab35dc2cfdf72e9d6df2258
Incline Cave,,,,,,US-57c82916e4c1a294602599c3c5d69c65
Indecision Cave,,,75,,,US-71a70c50126e6e76d23ff57c19200985
Indian Cave,,,92,,,US-ffc4a428573c0df412e11697a5e8d996
Indian Dome Cave,,,,,,US-9618fff9e100c969cc0a32fcbee12708
Indian Tunnel,,,,,,US-edde5b3f14fcf17af29055c953434755
Inner Dome,,,68,,,AU-ASF-U41
Insect Cave,,,58,,,AU-f0404ba115e9a29abcc0f141dc43a989
Insignificant Redmond Cave,,,6,,,US-b3a770a7d9f9b1b6b737f3a53a9337d7
Inskip Cave,,,300,,,US-5d02dc8f7e3f4f26e81b9862fc9c11e3
Inuotoshi Fuketsu,,,40,,,JP-c5e82f08ca514d7fc87956c02d8c94fc
Inusuzumi Fuketsu Cave No. 1,1140,1140,92,,,JP-73d1720898d1b6027b25dd9cc2c42379
Inusuzumi Fuketsu Cave No. 10,1100,1100,85,,,JP-2311c0fc22da470a08893afe03fcb855
Inusuzumi Fuketsu Cave No. 11,1000,1000,35,,,JP-350f6c306cc43686eeb44961e720d33f
Inusuzumi Fuketsu Cave No. 12,1150,1150,,,,JP-51242a1a8eac510e4383a46e7cbe6e26
Inusuzumi Fuketsu Cave No. 2,1070,1070,130,,,JP-5139e37395deb5b39d262b67ac4aeae4
Inusuzumi Fuketsu Cave No. 3,1000,1000,50,,,JP-a109e9d1ab81de35cc325b5b712e050d
Inusuzumi Fuketsu Cave No. 4,995,995,120,,,JP-4941bfbb9910480eba422d10a31121cc
Inusuzumi Fuketsu Cave No. 5,970,970,701,,,JP-0fd7e59cc1af886e3fe0a5d706c141ff
Inusuzumi Fuketsu Cave No. 6,985,985,250,,,JP-0ea39cb81de017c7a183ace2d1ce5270
Inusuzumi Fuketsu Cave No. 7,975,975,94,,,JP-e2a63d47a44abe92a374ba38b97545e9
Inusuzumi Fuketsu Cave No. 8,980,980,76,,,JP-1a277f5f87641730c68b72bb4accd2ff
Inusuzumi Fuketsu Cave No. 9,,,49,,,JP-5a969b0aeb74a00a31cd6c347664508d
Ipponmatsu Ana,,,105,,,JP-d1cda619f9c44f51e982551bf6cf79b1
Irihellir,,,365,,,IS-a0b28b710811a04a588edd683265a5cd
Irish Bridge,,,,,,US-b33866780187d7016c0e1e9ebabe9141
Irish Catwalk Cave,,,300,,,US-219545953f9fdb651e1b9d0b10ab5ce4
Ishellir,,,120,,,IS-e181fe7419431699b015ac7c2d229640
Isla San Martin Cave,,,,,,MX-eb1515dc3d6ea8da0529e939ff13dc6d
Island Ice Cave,1349,1349,122,25,1,US-M-470
Iwanami Fuketsu Cave,,,220,,,JP-702e8fcd1c4cb15caeb7ee0c9554c5d7
Iya-no-ana,,,30,,,JP-d0dd0efd2a013aca53e69d25f2b54008
Jack Jones Ice Cave,,,805,,,US-3e68b97ea423ab2e2d654754953bbfe1
James Brothers Cave,,,1230,,,US-ee228badf05c5f57d1c3623200a84316
Jano-O Fuketsu,522,522,,,,JP-0e9098123a8b6f1a73e2869d4a14c3bc
J.a.R. Cave,,,1043,,,US-NSS-633-43
Jebel Hil Cave,,,3000,,,SA-cb16afc90c8f9f62b6058aeba9a86bce
Jen's Puka,,,402,,,US-240818e9a731041d5f6caf2a81155406
Jen's Puka Mauka Cave,,,26,,,US-ac30d3bc0eb1ba1b2722ee2a3b6d35bf
Jenkins Cave,,,118,,,US-86fe9a53df6e3f84a808ece007f8845f
Jenning's Cave,,,116,,,US-940be525cd3c18115151c9f1aa08961d
Joan's Cave,990,990,18,,,US-52739a9d10eee855f636e3af73e82403
John Martin Cave,,,4158,,,US-b3002bb2788c54cbb881eafceaa80d5f
Johnson Farm 1 Cave,,,335,,,US-f0feb43dc454b97d7b93e342a776ef8e
Johnson Farm 2 Cave,,,91,,,US-0c166813842ecb0edc724907adec3365
Johnson Mesa Ice Cave,,,,,,US-6cdedffa480892583f1350a50c17e5b0
Johnson's Caves,,,,,,US-e29a89fc69939f1ea4feca8dd4be6026
Jot Dean Ice Cave,,,34,,1,US-d3cf00e7d59e23b73eb8d13d7ec3e93a
Judd Street Cave,,,120,,,US-c03e5c5b19b9ff7bde8b60601aa3c8dd
Jug Cave,,,,,,US-ed9a4557cda2c5ca71d85e597d911ba4
Jugs Caves System,,,963,,,US-d267162b8bf7dc9572ce626b15b23acc
Junction Cave,2207,2207,255,,,US-91ac79dffad59782708d3ac3dd4f7ec6
Juniper Cave,,,720,,,US-25d535c0bef6b4b1d0887654df526108
Juniper Pole Cave,,,151,,,US-23aafd970b274987b2ad8c1f7cfa34b1
K-1,,,500,,,IS-09e4ae125cc473211a0014914ddf8fde
K-2,,,400,,,IS-23399e1b04b90741a0a9339ee5c3d4a8
Ka'eleku Cavern,,,2852,,,US-d5287cb178aa2aa51afd5cd608f64f00
Kahawaihapapa Cave,15,15,1000,,,US-730365202e110f38d3bf3c767a8493f9
Mahiehie Cave,,,,,,US-e5fefa291ba69ba37605abe252c4a04b
Kahf al Mut'eb,1175,1175,123,,,SA-c4d750f993dba0d683ffe6c1362c0796
Kahf Al Ashbaah,1175,1175,300,,,SA-564aee6d6f98918371467f1024cf8a66
Umm Jirsan Lava-Tube System,,,1481,,,SA-d908fbc51d45a3bf80743b53e62ee560
Kaleto I,,,30,,,BG-414c3c2902c233646b0ca70b8d5e2573
Kalmanshellir,,,3000,,,IS-a42440e8bbd2f2f925b73c59318affcf
Kamehameha Cave,,,57,,,US-cb45e3169bf0293607e86730e79e77b8
Kaminari Ana,1210,1210,35,,,JP-054459f8fb83c6f8b2fd9a6dbf7bdf3b
Kana-a Cave,,,,,,US-5e3dd486cf7b5e47d9b41ffa9839cc8f
Kaneana Cave,,,,,,US-1531e55e50a2a2856a283bdede02e7b1
Kanumizu Fuketsu Cave,,,433,,,JP-3b2077a377a06269b7ae01d643f1e0a8
Kapapala Cave,,,120,,,US-364d9a5e2a7c15db0d55f1bfbd84e262
Karelshellir,,,133,,,IS-7e0fab6939a7e52c7fcda90c37f88be2
Karen's Cave,,,,,,US-64a88fde5d66da7bb23d43f36dcf0019
Lava Cave #10,,,210,,,KM-916fa6fef7e682377af3a48a6a9f658b
Lava Cave #11,,,350,,,KM-3bb062ddd366a25e33c6f89a32de082c
Nyamaour Panga,,,300,,,KM-d493b41d6da0ff7767c892d627be460a
Grotte de Mhamdou,,,450,,,KM-efd6fea6514e641fcede895fe34ba390
Panga Betini,,,345,,,KM-HH7-10-11
,,,180,,,KM-HH12-13
Ngama Gombeni,,,65,,,KM-0a219f8a4c0681993288c41c297ed5b6
Ngama Mapoudrou,,,30,,,KM-5572ca645f12146c486a5f4b2a17fe1c
Katabuta Ana,1190,1190,30,,,JP-a74791656e001fa728ef75e91f874c6d
Kathy's Tube,,,194,,,US-dbda4350769e645aa84278bc09f62b52
Kau Cave #2,,,600,,,US-0210150a8baebb52c368bf17a2d84cd6
Kauho Ana,,,40,,,JP-35fff8551f755898fb43f31bf18f5848
Kaukau Cave,,,181,,,US-4d1c4edcc97ed79fcb8165b19b72aa5a
Kaumana Cave,,,2198,,,US-5405993cdae85b77f32e870639f25772
Emesine Cave,,,20744,437,,US-60f8fd1004650413cb223c733ab68573
Ka`upulehu Cave,,,4952,,,US-3165680314d5e3146b164acc98a6f0b7
Kazuhito Ana No. 1,1180,1180,254,,,JP-d52433e43039be0783c2e788b45073c1
Kazuhito Ana No. 2,1180,1180,44,,,JP-b4605bb8b9ced507131ab906c8ad07f6
Kazuhito Ana No. 3,1175,1175,30,,,JP-7ca195ea206ecc8b5acdce497c8bd845
Kazuhito Ana No. 4,1170,1170,102,,,JP-3e31f0bdb114fc2343187ddb6e80c0d6
Kazuhito Ana No. 5,1160,1160,60,,,JP-b2b7174dd78391e7b41b041af2072c46
Kazumura Cave,29,1128,65500,1098,101,US-6f199162c085ec13c6639bbbc0b91aa3
Keala Cave,,,8707,186,,US-1a0c25a86e50cfb82a2fc7b361d36d4b
Kealiakapu Cave,,,,,,US-e6a365db6dd5732c8886566304731353
Keana Oa Waa,,,724,,,US-372298ecd0592402524fbcd684132abc
Keauhou Coconut Cave,,,177,,,US-93903705243d989e1efbccf6297e1d69
Keauhou Organ Cave,,,862,,,US-69dbfc793b644333acd64aba1b26c9c0
Keauhou Petroglyph Cave,,,165,,,US-8bcf61727a4ec950befb4f84616abe3c
Kerauga,,,400,,,IS-6c659024f3bc62edcf693f69fb0fd646
Kichiga Ana,25,25,,,,JP-71ee46dc403245465b6f632cb37c4b2b
Kilauea Forest Reserve #2,1650,1650,20,,,US-3a12c04cc7fde360e9dc56b191ff124d
Kim's Cave,317,317,460,,,US-3bc4725f6089800f6b4729bfbff16a6b
Kimabui Cave,,,,,,KE-b29f50b1a82b32a79888b4b203c3b6b7
Kimakia Cave,1120,1120,1400,,,KE-NGR-415563
Kimama Cave,,,,,,US-dd9cd8f605eb24c5aa29aab6dca768ca
Kirk White's Cave,,,73,,,US-0fd1e531f7e8859fab9dbe1dd59c471a
Kitty Pooh II Cave,,,,,,US-06990a7a914083d2b4dcf1d6225193aa
Knott's Road Cave,,,,,,US-7ba7ba3ed5448e6591f06838e50ffce2
Knudsen Cave #1,,,100,,,US-c3efe57430da994b83eccc85b4af8d9f
Knudsen Cave #2,,,50,,,US-a5dd45a0b85e8f4dd43526b77f2411be
McBryde Civil Defense Cave,,,200,,,US-1d82119b8a20692fddc8a2aa4d1ada2c
McBryde Boundary Cave,,,187,,,US-6ececcfdfa6e96a415894df1928433d8
Koloa Cave #3,,,50,,,US-daa38782d18650232de3a2482fd921ba
Koloa Cave #4,,,20,,,US-9db8453c872b04c93ce0658bfef8e852
Koloa Mill Cave,,,,,,US-7721c3c0001e0646362ec410b4f6d8d3
Koloa Mill Twilight Cave #1,70,70,30,,,US-b938754cb654809647a88846d63983b1
Koloa-kai Cave 76A,,,,,,US-bc4dfcb8b4ffd60902bb679d7b4da42e
Koloa-kai Cave 76B,,,,,,US-557fd6455ab8b89f8c71fac3e33fb1e6
Koloa-kai Cave 76C,,,,,,US-4da93850a69b2e03b627e01436a120a1
Koloa-kai Cave 76D,,,,,,US-99b8b963cfb84ae94dc7ca8660937f5c
Koloa-kai Cave 76E,,,,,,US-5e95338e81f45f021eef551507bff827
Koloa-kai Cave 76F,,,,,,US-a512c3c2ea9c2706b24701398747a012
Koloa-kai Cave 76G,,,,,,US-16a5d354016671f88533cd4df2cd79ab
Komakado Fuketsu Cave,,,625,,,JP-a81360649e8c34477e2322240d0e0670
Komoni,,,85,,,AU-644d6f176c8c58bddf3ee5c3e6ce5542
Komori Ana No. 1,,,68,,,JP-7bbfc1ce335ba9cf88e470b02a55536d
Komori Ana No. 2,,,127,,,JP-976c1b3ac14ef5aee1d15bc0a9a1662c
Kotakeno Ana,,,55,,,JP-460a9b5f201a362127dcc06f3a88ea13
Kula Kai Caverns,,,,68,,US-7645c498acfb3946fc691dfd7d12962d
Kipuka Kanohina,,,32000,208,,US-8e2ac0a826ac82da91d805670cca0e9f
Kuliouou Cave,,,20,,,US-3e93c357a2713b42b8d5a56b51dac4ef
Kuna Cave,,,427,,,US-76594dc49c31ab2246d12e9d3ca86361
Kuroseno Ana,,,20,,,JP-44b073230a6706103502cfc630ed1ce0
Kuzure Ana,1010,1010,130,,,JP-836531acc9da0c160d68b75b02dc91fc
Kvennahellir,,,80,,,IS-2736a5dc654ef5c04a0d70e186255654
La Cueva-Mina del Real de Catorce,,,600,,,MX-ebff79a5247e4780d522cf06d4d52836
La Marchantia Cave,2350,2350,,,,US-dccb515ae4b4ee9f391c7af975b72e8e
Labyrinth Cave System,,,,,,US-8abccf65ded63bc3b15bf6321d3bcf11
Labyrinth Cave,,,378,,,US-a8bfc409a3e4a58d0a9425bc44015249
Ladder Cave,,,,,,NZ-07751155d789e5de2e7b61ef1f4a1b92
Laekjarhellir,,,130,,,IS-b010a921255a6ab313f956e503557907
Lake Cave,,,1401,,,US-NSS-631-051
Lands End Cave,,,280,,,US-0b038dbc470d217751ffcbfc4cf9470c
Langihellir,,,700,,,IS-f1bbecba8dd0047f14fbb17d819e7f20
Langiprongur,,,320,,,IS-475bc07de12db6d3d5d19ef3a9abf7a6
Laniakea Cave,,,380,,,US-4cd107bf1cef798b1dd4fab498ef0539
Lariat Cave,,,280,,,US-70312c534832fe0760b04ef04ded2135
Last Chance Cave,,,,,,US-e1549969f540242b6a3539192f47914e
Lava Brook Cave,,,262,,,US-9d4707fed0c1811bc523a475d4809ee6
Lava Bridge East Cave,,,106,,,US-a5468b43e3d11ddc7c9c449fac297cdf
Lava Bridge West Cave,,,91,,,US-675ae2123f2d0910e2a34aa645be8d34
Lava Column Cave,,,50,,,US-6dc6552aa06abd0b272b825136682d60
Lava Knoll Cave,,,50,,,US-7d0c1949b85e6c72f55eb72703ccf622
Lava River Cave,,,,,,US-e2e7c7c92afdd0b2169bb381fc3c8232
Lava River Cave,,,2370,,,US-260118d73b176efe7dcbdb0524569fce
Lava Spring Cave,988,988,30,,,US-59689b86940b512a92d5101a8f9dfb8f
Lava Top Butte Ice Cave,,,55,,,US-72382f8a8ab6a76451577d12f8018012
Lavacicle Cave,,,1235,,,US-a454b88cc488c2710336ad3e3b391491
Lawa'i-kai Cave,,,55,,,US-d1aab162727c693f4434bca66f77c1d9
Layser Cave,,,23,,,US-8e826592e90bed7f739a98bc215466d0
Leaverite Cave,,,107,,,US-68a9388d529d9ff7f8aac1f48e9a011f
Ledge Cave,,,185,,1,US-df6898c5b368775d6cc44c7d10055025
Left Pass. Freudian Complex,,,,,,US-cc3387b110e6e9671b5da6fd6df43010
Left-of-Center,,,,,,US-60226bb2a71b2e8924466831abb5b8d9
Leviathan Cave,,,12500,,,KE-7a20adbd32706cd5ae9594e1b424dd00
Shetani Cave,,,200,,,KE-98dbb0175a1a6effc9bbaa767ec1aadf
Lewis Crater Cave,,,,,,US-9879af2da002bb4e6554352ae981a7f2
Lewis Farm 2 Cave,,,26,,,US-8b3c7315f79b1eb27c492f500d9a4c9d
Lewis Farm Caves,,,207,,,US-d2e761cba160ef54f65c60e79687c13f
Lilliputian Cave,,,,,,US-91d15b5e5b7561ac1cad8d0d074e8e04
Little Wall Cave,,,470,,,US-7315f4cdc2bd3255e56743e75c868dcd
Limestone Quarry Cave,,,150,,,US-a06e3904bb6cb09e60c643e531f62067
Link Sausage Cave,,,117,,,US-9d64fea8498f6c34549e52694f28d104
Lions Cave,,,213,,,US-71cecab2a6ddba332c5a95f5c098d3e0
Little Goose Canyon Caves,,,18,,,US-bdd205c30407aa0d3585bae8e4372fff
Little People Cave,876,876,410,,,US-NSS-631-021
Little Red River Cave,,,1032,,,US-NSS-631-023
Liverwort Cave,,,36,,,US-d3cd53d2e44ccc726cef5deb765bb389
Log Crawl Cave,,,23,,,US-a71da0242b66b8274bf1e1d98ef55811
Log Crib Cave,,,40,,,US-4426085c501b05cee19d20cd779488f4
Long Cave,2000,2000,500,,,US-dc549500a4d2f72c018bdbebcd113220
Long First Step Cave,,,15,,,US-de4c357519b19fbf77bd4c7cdaca4cd3
Loop Cave,,,335,,,US-6ad880edf49f5e0883ed1ea4a3b74bad
Looping Route,,,528,,,US-ea0627fccfa203c9df1a8788341499c5
(Lopevi I),,,,,,VU-4eb031880ad47a2638e83786e5b5b823
