cave-name-ascii,min-altitude,max-altitude,length-nr,vertical-extent-nr,number-of-entrances-nr,record-id
"P10E, P10W",,,160,5,,VN-a06310ea728f1ed7fa1c5fd64276aee1
PT06,,,200,5,,VN-932941365516bf3c11fc17663a0376ac
T1W,,,303,16,,VN-39c6d104bc3e95298c9ac1a6d9efc9a4
Marius Hill A,,,6402,,,XO-9a858b37208a82e1cb8e4d23a71289d8
Marius Hill B,,,4137,,,XO-a01b11ce25463e8417c6bcacff6f396f
Gruithuisen,,,27244,,20,XO-f6ad8dd2e96a835f0462047b498156ca
Hyginus Rill Tectonic,,,,,,XO-f792c5bc915d41f787526a95fe004bdd
Ingenii Pit,,,,,,XO-4e3053626f0ce6cf7a7bae50e14ac0c5
Tranquillitatis Pit,,,,,,XO-be170845b2e86898da1aa1d5fc33348f
Marius Hills Pit,,,,,,XO-e72b52449f8809e227d5039bb86c7ce4
King Pond Bridge,,,,,,XO-a7142cb732c947d8f2fbc90b43b068ac
Copernicus Pond Pit,,,,,,XO-803cb051c79daf1ab8922c65c672e22f
Hare Igenii Hole,-3620,-3620,,45,,XO-2fc297927d2b64815b7f4f705347375b
Hare Tranquillitatis Hole,-770,-770,,107,,XO-60f4cf202a7d6f51212233202564106f
Philolaus Lava Tube,,,,,3,XO-a660c33450bd4945d77cb6c88cf3e781
Arsia North,,,23359,,22,XA-d2e2e91908fbea3557add34500154485
Arsia South A,,,9683,,23,XA-1dd91fee59fa4dab28c6fcd900aaee23
Arsia South B,,,13615,,17,XA-b36fa07bf6eab958b13534c802c22629
Olympus,,,20372,,25,XA-e711c5835a53221e4926e652bc765ebb
Hadriaca,,,7193,,32,XA-26f76f3b6f74dd283177dd743210a896
