country-name,state-or-province,phys-area-name,principal-cave-name,other-cave-name,cave-id,latitude,longitude,altitude,length,vertical-extent,number-of-entrances,map-link,rock-type,cave-type,contents,comments,cave-system,branch-name,reference,cave-use,curation
Spain,,Cantabrian Mountains; Picos de Europa; Junjumia Ario ,Asopladeru P36,,,,,1369,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Junjumia Ario ,Pozu la Nieve,,,,,1311,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Junjumia Ario ,F5,,,,,,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Junjumia Ario ,F57 C. del Arco,,,,,,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Junjumia Ario ,F60,,,,,,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Junjumia Ario ,F80,,,,,,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Junjumia Ario ,F90,,,,,,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Junjumia Ario ,E9,,,,,2000,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Junjumia Ario ,E25,,,,,1980,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Junjumia Ario ,E26,,,,,1980,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Junjumia Ario ,F6 Paso Doble,,,,,,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Junjumia Ario ,F2 Las Perdices,,,,,1866,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Junjumia Ario ,F20 L'Redondo,,,,,1937,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,Torca 54,,,,,1580,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,Verónica,,,,,2230,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,Altaiz,,,,,2190,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,HS4,,,,,2350,,260,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,Castil,,,,,2095,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,ES9,,,,,2055,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,Tiro Llago,,,,,2300,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,Abisu l'Xelu,,,,,1819,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,P9,,,,,,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,H5,,,,,2321,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,ES22,,,,,2087,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,ES20,,,,,2047,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,ES21,,,,,2045,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,P1,,,,,1955,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,N43,,,,,2143,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,N3,,,,,2040,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,CV13,,,,,2352,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,CV22,,,,,2352,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,CV5,,,,,2384,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,M5,,,,,2310,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,Torca Daniel,,,,,1440,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,T14,,,,,2345,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,HR10,,,,,,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,V6,,,,,2211,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,T1,,,,,2420,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,V40,,,,,2278,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,P5,,,,,2025,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,CV11,,,,,2365,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,HR7,,,,,2354,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,ES01,,,,,2032,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,HS13,,,,,2291,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,N24,,,,,2063,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,V35,,,,,2270,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,P20,,,,,1981,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,CV27,,,,,,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,N12A,,,,,,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,V4,,,,,2140,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,V15,,,,,2329,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,JO17,,,,,2226,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,N12,,,,,2088,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,PV2,,,,,2313,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,P30,,,,,2081,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,TA22,,,,,2058,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,N19,,,,,2092,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,TA20,,,,,2051,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,HR4,,,,,2313,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,TA5,,,,,2094,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,JO38,,,,,2169,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,P13,,,,,1955,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,JO26,,,,,2168,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,T12,,,,,2338,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,JO37,,,,,2178,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,T13,,,,,2338,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,V36,,,,,2288,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,PV4,,,,,2241,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,TA9,,,,,1989,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,ES13,,,,,2003,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,ES38,,,,,2041,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,JO28,,,,,2175,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,PV3,,,,,2318,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,Tiro llagu,,,,,2300,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,V1,,,,,2290,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,ES17,,,,,2027,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,N26,,,,,2044,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,ST01,,,,,2192,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,TA19,,,,,2080,,110,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,2N,,,,,2042,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,JO58,,,,,2209,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,N8,,,,,2068,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,TA51,,,,,2109,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,TA53,,,,,2092,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,V17,,,,,2242,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,V22,,,,,2225,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,N11,,,,,2031,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,P16,,,,,2058,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,T11,,,,,2341,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,CV23,,,,,2050,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,JO39,,,,,2171,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,TA13,,,,,2032,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,N5,,,,,2091,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Ondón Urriellos ,TA16,,,,,2051,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Montañas de Burgos; Castro Valnera ,Torca de La Grajera,,,,,1490,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Montaña Palentina; Espigüete ,Las Chovas,,,,,1910,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Montaña Palentina; Espigüete ,Ves CV-1,,,,,2045,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Montaña Palentina; Espigüete ,S2,,,,,,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Montaña Palentina; Espigüete ,ENO-86,,,,,,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Montaña Palentina; Espigüete ,ENO13,,,,,2000,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Montaña Palentina; Espigüete ,ENO-101,,,,,2140,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Montaña Palentina; Espigüete ,ENO-30,,,,,2000,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Montaña Palentina; Espigüete ,S6,,,,,2000,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Montaña Palentina; Espigüete ,ENO-107,,,,,2140,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Basque Mountains; Aitzgorri ,Aitzgaizto 12,,,,,1280,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Slovakia,,Bachureň,Ľadová jaskyňa,,,,,837,82,21,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Biele Karpaty; Vršatské bradlá; Vysoké Vršatce,Ľadnica,,,,,660,,7,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Hornádska kotlina; Medvedie chrbty,Ľadová jaskyňa na Dreveníku,,,,,557,215,17,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Hornádska kotlina; Medvedie chrbty,Malá ľadová jaskyňa,,,,,572,23,13,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Kremnické vrchy; Flochovský chrbát,Snežná rozsadlina,,,,,1177,91,25,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Nízke Tatry; Ďumbierske Tatry; Demänovské vrchy,Demänovská ľadová jaskyňa (Demänová Ice Cave),,,48.99861,19.58194,840,1975,57,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2; http://www.ssj.sk/en/jaskyna/5-demanovska-ice-cave,,
Slovakia,,Nízke Tatry; Ďumbierske Tatry; Demänovské vrchy,Havrania priepasť,,,,,1372,,40,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Nízke Tatry; Ďumbierske Tatry; Demänovské vrchy,Jelenia priepasť (Závrtová priepasť),,,,,1487,32,18,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Nízke Tatry; Ďumbierske Tatry; Demänovské vrchy,Studená diera,,,,,1440,35,,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Nízke Tatry; Ďumbierske Tatry; Demänovské vrchy,Veľká ľadová priepať na Ohništi,,,,,1529 upper (main) entrance; 1513 lower entrance,,125,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Nízke Tatry; Ďumbierske Tatry; Ďumbier,Jaskyňa studeného vetra,,,,,1714,1818,129,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Slovenský kras; Horný vrch,Ľadová jaskyňa v Havranej skale,,,,,875,87,20,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Slovenský kras; Horný vrch,Snežná diera,,,,,888,95,25,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Slovenský kras; Silická planina,Silická ľadnica,Silica Ice Cave,,,,503–470,1100,110,,,,,permanent ice,"floor ice, stalactites, hoarfrost",,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2; Supinsky et al. (2019) https://tc.copernicus.org/articles/13/2835/2019/; Kovac (2018) https://doi.org/10.1007/978-3-319-98852-8_15,,
Slovakia,,Spišsko-gemerský kras; Muránska planina,Bodolová,,,,,1080,,33,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Spišsko-gemerský kras; Muránska planina,Čurička,,,,,1010,14,8,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Spišsko-gemerský kras; Muránska planina,Studňa (Ľadová jama na Muráni),,,,,1165,64,24,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Spišsko-gemerský kras; Muránska planina,Šingliarka (Ľadová jama),,,,,1080,,20,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Spišsko-gemerský kras; Muránska planina,Veľká Stožka,,,,,1310,120,35,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Spišsko-gemerský kras; Muránska planina,Vrbiarka (Priepasť na Kubičkovej),,,,,1010,,17,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,Košice region,Spišsko-gemerský kras; Slovenský raj,Dobšinská ľadová jaskyňa (Dobšiná Ice Cave),,,48.87194,20.29472,969,1483,112,,,,,permanent ice; many bats,UNESCO world heritage site,,,Bella and Zelinka (2018) https://doi.org/10.1016/B978-0-12-811739-2.00029-2; http://www.ssj.sk/en/jaskyna/6-dobsinska-ice-cave; Gradzinski et al. https://doi.org/10.14241/asgp.2016.016; Pflitsch et al. (2006) http://www.ssj.sk/en/user_files/IWIC_2_38.pdf; Bella (2006) http://www.ssj.sk/en/user_files/IWIC_2_15.pdf; https://en.wikipedia.org/wiki/Dob%C5%A1in%C3%A1_Ice_Cave,guided tourist cave,
